url_length,url_num_params,url_num_special_chars,url_has_sql_keywords,url_has_xss_patterns,url_has_cmd_injection,url_has_traversal,url_has_ssrf_patterns,url_has_typosquatting,url_contains_ip,payload_length,payload_special_chars,payload_num_sql_keywords,payload_num_xss_patterns,payload_has_encoding,payload_is_empty,payload_contains_hex,is_error_response,is_success_response,response_size_ratio,source_ip_freq,source_ip_attack_ratio,is_known_attacker_ip,destination_ip_freq,destination_ip_attack_count,is_attack_tool_ua,ua_is_browser,ua_is_bot,ua_length,attack_pattern_sql,attack_pattern_xss,attack_pattern_cmd,attack_pattern_traversal,attack_pattern_ssrf,attack_pattern_typosquatting,attack_pattern_credential,special_chars_ratio,url_param_ratio,is_https,is_post_method,is_get_method,is_attack,attack_type_label
25,0,4,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1,98.63636363636364,12,0.5,0,951,546,0,1,0,81,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,typosquatting_url_spoofing
19,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,11,0.6363636363636364,0,1028,611,0,1,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,normal
50,1,5,0,1,0,0,0,0,0,40,4,0,2,0,0,0,0,1,80.65,8,0.625,0,951,546,1,0,0,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0,0,0,1,xss
35,1,8,0,0,0,0,1,0,1,21,0,0,0,0,0,0,1,0,98.57142857142857,12,0.6666666666666666,0,986,617,1,0,0,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02857142857142857,0,0,0,1,ssrf
130,1,7,1,0,0,0,0,0,0,120,1,1,0,0,0,0,1,0,12.766666666666667,3,1.0,1,997,619,1,0,0,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.007692307692307693,0,0,0,1,sql_injection
24,0,4,0,0,0,0,0,1,0,10,0,0,0,0,0,0,1,0,323.4,1,1.0,1,1028,611,1,0,0,17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,typosquatting_url_spoofing
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0.0,0,961,575,0,1,0,91,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,normal
6,0,1,0,0,0,0,0,0,0,29,1,0,0,0,0,0,1,0,210.55172413793105,9,0.4444444444444444,0,951,546,0,1,0,91,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.034482758620689655,0.0,0,0,0,1,credential_stuffing_brute_force
6,0,1,0,0,0,0,0,0,0,31,1,0,0,0,0,0,1,0,57.354838709677416,14,0.7142857142857143,0,1020,627,1,0,0,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03225806451612903,0.0,0,0,0,1,credential_stuffing_brute_force
39,1,6,1,0,0,0,0,0,0,27,1,1,0,0,0,0,1,0,225.03703703703704,11,0.36363636363636365,0,961,575,1,0,0,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.02564102564102564,0,0,0,1,sql_injection
57,1,5,1,0,0,0,0,0,0,47,1,0,0,0,0,1,1,0,164.06382978723406,4,1.0,1,1028,611,1,0,0,14,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.017543859649122806,0,0,0,1,sql_injection
31,2,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,8,0.75,0,986,617,0,1,0,91,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0,0,0,0,normal
45,3,8,0,0,1,0,0,0,0,28,3,0,0,0,0,0,1,0,66.28571428571429,6,0.8333333333333334,0,998,578,0,1,0,81,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.06666666666666667,0,0,0,1,command_injection
6,0,1,0,0,0,0,0,0,0,32,1,0,0,0,0,0,1,0,50.78125,14,0.6428571428571429,0,998,578,1,0,0,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03125,0.0,0,0,0,1,credential_stuffing_brute_force
6,0,1,0,0,0,0,0,0,0,39,1,0,0,0,0,0,1,0,135.6153846153846,10,0.7,0,1020,627,1,0,0,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02564102564102564,0.0,0,0,0,1,credential_stuffing_brute_force
19,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,9,0.6666666666666666,0,993,582,0,1,0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,normal
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,5,0.6,0,1010,589,0,0,1,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
36,1,5,1,0,1,0,0,0,0,26,4,0,0,0,0,0,0,1,175.57692307692307,8,0.75,0,997,619,1,0,0,11,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.027777777777777776,0,0,0,1,sql_injection
69,1,8,1,0,0,0,0,0,0,59,5,1,0,0,0,0,0,1,129.4915254237288,8,0.75,0,1028,611,0,1,0,81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0847457627118644,0.014492753623188406,0,0,0,1,sql_injection
43,1,3,0,1,0,0,0,0,0,33,2,0,1,0,0,0,0,1,154.84848484848484,12,0.5833333333333334,0,951,546,0,1,0,80,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.023255813953488372,0,0,0,1,xss
6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0.0,0,1020,627,0,0,0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
40,1,10,0,0,1,0,1,0,1,22,1,0,0,0,0,0,1,0,236.95454545454547,4,0.5,0,1028,611,0,1,0,81,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.045454545454545456,0.025,0,0,0,1,command_injection
13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,18,0.5,0,998,578,0,0,1,22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,normal
10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,11,0.6363636363636364,0,986,617,0,0,1,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
50,1,8,0,0,1,0,0,0,0,33,2,0,0,0,0,0,1,0,19.060606060606062,2,1.0,1,1020,627,1,0,0,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.02,0,0,0,1,command_injection
8,0,1,0,0,0,0,0,0,0,18,2,0,0,0,0,0,1,0,201.5,3,0.6666666666666666,0,1056,656,1,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0,0,0,1,xss
20,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,5,0.4,0,993,582,0,0,1,72,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0,0,0,0,normal
26,1,6,0,0,1,0,1,0,1,8,1,0,0,0,0,0,1,0,608.75,9,0.8888888888888888,0,1028,611,1,0,0,17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.125,0.038461538461538464,0,0,0,1,command_injection
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,3,0.0,0,998,578,0,1,0,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
6,0,1,0,0,0,0,0,0,0,31,1,0,0,0,0,0,1,0,107.87096774193549,16,0.6875,0,1010,589,1,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03225806451612903,0.0,0,0,0,1,credential_stuffing_brute_force
14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,5,0.0,0,998,578,0,0,1,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
6,0,1,0,0,0,0,0,0,0,34,1,0,0,0,0,0,1,0,41.26470588235294,7,0.42857142857142855,0,1020,627,1,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.029411764705882353,0.0,0,0,0,1,credential_stuffing_brute_force
18,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,6,0.6666666666666666,0,951,546,0,1,0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0,0,0,0,normal
23,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,9,0.6666666666666666,0,961,575,0,0,1,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0,0,0,0,normal
16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,4,0.75,0,1056,656,0,0,0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,6,0.8333333333333334,0,1010,589,0,0,0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
6,0,1,0,0,0,0,0,0,0,33,1,0,0,0,0,0,1,0,106.06060606060606,12,0.75,0,986,617,0,1,0,91,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.030303030303030304,0.0,0,0,0,1,credential_stuffing_brute_force
39,1,7,0,0,1,0,1,0,1,22,1,0,0,0,0,0,0,0,332.95454545454544,6,0.6666666666666666,0,1020,627,0,1,0,91,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.045454545454545456,0.02564102564102564,0,0,0,1,command_injection
43,1,10,0,0,0,0,1,0,1,30,0,0,0,0,0,0,1,0,108.36666666666666,10,0.4,0,1028,611,1,0,0,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.023255813953488372,0,0,0,1,ssrf
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,13,0.5384615384615384,0,986,617,0,0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
72,1,7,1,0,1,0,0,0,0,62,6,1,0,0,0,0,1,0,59.306451612903224,3,0.3333333333333333,0,1010,589,1,0,0,21,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.013888888888888888,0,0,0,1,sql_injection
16,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,7,0.42857142857142855,0,997,619,0,1,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0,0,0,0,normal
30,1,9,0,0,0,0,1,0,1,12,0,0,0,0,0,0,1,0,661.5833333333334,13,0.6153846153846154,0,1010,589,0,1,0,81,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03333333333333333,0,0,0,1,command_injection
28,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,12,0.8333333333333334,0,1056,656,0,0,0,75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0,0,0,0,normal
9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,5,0.6,0,1028,611,0,1,0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0,0,0,0,normal
6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,4,0.5,0,1028,611,0,0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
8,0,1,0,0,0,0,0,0,0,27,2,0,3,0,0,0,0,0,208.8148148148148,7,0.7142857142857143,0,1020,627,0,1,0,80,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0,0,0,1,xss
33,1,16,0,0,0,1,0,0,0,22,0,0,0,0,0,0,1,0,22.59090909090909,7,0.8571428571428571,0,961,575,0,1,0,80,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.030303030303030304,0,0,0,1,directory_traversal
7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,7,0.5714285714285714,0,951,546,0,1,0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
19,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.0,9,0.4444444444444444,0,986,617,0,1,0,66,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
39,1,6,1,0,0,0,0,0,0,27,1,1,0,0,0,0,1,0,177.5185185185185,2,1.0,1,997,619,1,0,0,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.02564102564102564,0,0,0,1,sql_injection
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,2,0.5,0,997,619,0,0,0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
43,0,6,0,0,0,0,0,0,0,29,0,0,1,0,0,0,1,0,201.31034482758622,8,0.5,0,998,578,1,0,0,11,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,typosquatting_url_spoofing
38,1,6,0,0,0,0,1,0,0,27,0,0,0,0,0,0,1,0,29.51851851851852,8,0.75,0,1020,627,0,1,0,81,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02631578947368421,0,0,0,1,ssrf
18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,16,0.5,0,993,582,0,0,0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
40,1,17,0,0,0,1,0,0,0,26,0,0,0,0,0,0,1,0,156.0,4,0.25,0,997,619,0,1,0,91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.025,0,0,0,1,directory_traversal
16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,15,0.4666666666666667,0,961,575,0,0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
19,1,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,12,0.75,0,1056,656,0,1,0,91,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,normal
8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,6,0.6666666666666666,0,1010,589,0,0,1,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0,0,0,0,normal
25,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,3,0.6666666666666666,0,1056,656,0,0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0,0,normal
82,2,11,0,1,0,0,0,0,0,72,6,0,1,0,0,0,1,0,19.708333333333332,8,0.5,0,961,575,0,1,0,81,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.024390243902439025,0,0,0,1,xss
18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,4,0.5,0,961,575,0,0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
43,1,3,0,1,0,0,0,0,0,33,2,0,1,0,0,0,0,0,63.696969696969695,8,0.625,0,986,617,0,1,0,91,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.023255813953488372,0,0,0,1,xss
6,0,1,0,0,0,0,0,0,0,39,1,0,0,0,0,0,1,0,122.05128205128206,9,0.6666666666666666,0,998,578,1,0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02564102564102564,0.0,0,0,0,1,credential_stuffing_brute_force
7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,1,0.0,0,961,575,0,0,1,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
31,1,5,1,0,1,0,0,0,0,21,2,1,0,0,0,0,1,0,50.857142857142854,14,0.6428571428571429,0,997,619,1,0,0,11,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.03225806451612903,0,0,0,1,sql_injection
20,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,5,0.2,0,961,575,0,1,0,91,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,0,0,0,0,normal
39,0,6,0,0,0,0,0,1,0,25,0,0,0,0,0,0,1,0,235.6,3,1.0,1,1020,627,1,0,0,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,typosquatting_url_spoofing
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,7,0.42857142857142855,0,986,617,0,0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
33,1,8,0,0,0,1,0,0,0,22,0,0,0,0,0,0,1,0,179.5909090909091,2,0.5,0,997,619,0,1,0,91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.030303030303030304,0,0,0,1,directory_traversal
5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,12,0.6666666666666666,0,993,582,0,1,0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,14,0.2857142857142857,0,993,582,0,1,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
33,3,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,6,0.5,0,1020,627,0,1,0,66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0,0,0,0,normal
6,0,1,0,0,0,0,0,0,0,32,1,0,0,0,0,0,1,0,231.5625,13,0.7692307692307693,0,993,582,1,0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03125,0.0,0,0,0,1,credential_stuffing_brute_force
8,0,1,0,0,0,0,0,0,0,27,2,0,3,0,0,0,1,0,245.1851851851852,11,0.45454545454545453,0,993,582,1,0,0,17,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0,0,0,1,xss
47,1,10,0,0,0,0,1,0,1,36,0,0,0,0,0,0,1,0,85.91666666666667,9,0.5555555555555556,0,1010,589,0,1,0,81,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02127659574468085,0,0,0,1,ssrf
39,1,6,1,0,0,0,0,0,0,27,1,1,0,0,0,0,1,0,174.22222222222223,11,0.6363636363636364,0,961,575,1,0,0,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.02564102564102564,0,0,0,1,sql_injection
32,1,8,0,0,0,0,1,0,1,18,0,0,0,0,0,0,1,0,65.0,12,0.75,0,1010,589,0,1,0,81,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03125,0,0,0,1,ssrf
8,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,13,0.5384615384615384,0,1028,611,0,1,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0,0,0,0,normal
25,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,14,0.7142857142857143,0,986,617,0,1,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0,0,normal
22,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,9,0.8888888888888888,0,993,582,0,1,0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0,0,0,0,normal
34,1,5,0,0,1,1,0,0,0,17,1,0,0,0,0,0,0,1,143.1764705882353,2,0.5,0,1020,627,0,1,0,91,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.058823529411764705,0.029411764705882353,0,0,0,1,command_injection
44,1,17,0,0,0,1,0,0,0,26,0,0,0,0,0,0,1,0,37.65384615384615,8,0.625,0,997,619,1,0,0,17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.022727272727272728,0,0,0,1,directory_traversal
45,1,5,0,1,0,0,0,0,0,35,2,0,2,0,0,0,1,0,62.285714285714285,5,0.6,0,993,582,1,0,0,21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05714285714285714,0.022222222222222223,0,0,0,1,xss
24,0,4,0,0,0,0,0,1,0,10,0,0,0,0,0,0,1,0,477.8,3,1.0,1,951,546,0,1,0,91,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,typosquatting_url_spoofing
19,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,9,0.5555555555555556,0,1010,589,0,1,0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0,0,0,0,normal
50,1,5,0,1,0,0,0,0,0,40,4,0,2,0,0,0,1,0,83.05,7,0.8571428571428571,0,1010,589,1,0,0,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0,0,0,1,xss
6,0,1,0,0,0,0,0,0,0,31,1,0,0,0,0,0,1,0,188.51612903225808,10,0.5,0,993,582,0,1,0,91,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03225806451612903,0.0,0,0,0,1,credential_stuffing_brute_force
50,1,5,0,1,0,0,0,0,0,40,4,0,2,0,0,0,1,0,60.275,8,0.625,0,986,617,0,1,0,91,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0,0,0,1,xss
49,1,10,0,0,0,1,0,0,0,22,0,0,0,0,0,0,1,0,218.45454545454547,11,0.7272727272727273,0,998,578,1,0,0,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02040816326530612,0,0,0,1,directory_traversal
12,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,10,0.7,0,986,617,0,1,0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0,0,0,0,normal
18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,8,0.75,0,951,546,0,0,0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
39,1,5,1,0,0,0,0,0,0,29,1,2,0,0,0,0,1,0,19.310344827586206,8,0.75,0,997,619,1,0,0,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.02564102564102564,0,0,0,1,sql_injection
56,1,5,1,0,0,0,0,0,0,44,2,0,0,0,0,0,1,0,70.18181818181819,4,0.5,0,986,617,1,0,0,14,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.017857142857142856,0,0,0,1,sql_injection
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,12,0.5833333333333334,0,1028,611,0,0,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,normal
